id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata,wikidata_group,wikidata_area
7fc87b06-dfdd-4f5d-a0e3-056fe0506167,Alexander Burnett,Alexander Burnett,Alexander.Burnett.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10800,Aberdeenshire West,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783688483,,,Q3243587,Q319521
7fc87b06-dfdd-4f5d-a0e3-056fe0506167,Alexander Burnett,Alexander Burnett,Alexander.Burnett.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10800,Aberdeenshire West,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783688483,,,Q3243587,Q319521
c5551922-dbd1-4804-b58d-7a546e84576a,Alexander Stewart,Alexander Stewart,Alexander.Stewart.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35781571135,,,Q3243587,Q1931762
c5551922-dbd1-4804-b58d-7a546e84576a,Alexander Stewart,Alexander Stewart,Alexander.Stewart.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35781571135,,,Q3243587,Q1931762
16e2407b-c800-43b9-a994-fb32c34644a6,Alison Harris,Alison Harris,,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10716,Central Scotland,Scottish Parliament,5,2016-05-07,2021-05-05,,,,Q3243587,Q1053991
35525b2f-6886-4bf1-80c2-b64593253218,Alison Johnstone,Alison Johnstone,Alison.Johnstone.msp@parliament.scot,,,Green,4c73ecf7-1709-4750-ae05-8973c509a11b,uk.org.publicwhip/cons/10836,Lothian,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35818497919,,,Q1256956,Q1871077
35525b2f-6886-4bf1-80c2-b64593253218,Alison Johnstone,Alison Johnstone,Alison.Johnstone.msp@parliament.scot,,,Green,4c73ecf7-1709-4750-ae05-8973c509a11b,uk.org.publicwhip/cons/10836,Lothian,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35818497919,,,Q1256956,Q1871077
764119b3-e498-4e4a-b72b-f801c0eaab5b,Anas Sarwar,Anas Sarwar,Anas.Sarwar.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783690447,,,Q3179541,Q1529479
764119b3-e498-4e4a-b72b-f801c0eaab5b,Anas Sarwar,Anas Sarwar,Anas.Sarwar.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783690447,,,Q3179541,Q1529479
1079c664-6e1b-4d2c-8b02-1f2106f1d160,Andy Wightman,Andy Wightman,,,,Green,4c73ecf7-1709-4750-ae05-8973c509a11b,uk.org.publicwhip/cons/10836,Lothian,Scottish Parliament,5,2016-05-07,2020-12-17,,,,Q1256956,Q1871077
1079c664-6e1b-4d2c-8b02-1f2106f1d160,Andy Wightman,Andy Wightman,,,,Independent,96bd4677-497f-4c2a-a80f-384954078b1a,uk.org.publicwhip/cons/10836,Lothian,Scottish Parliament,5,2020-12-18,2021-05-05,,,,Q327591,Q1871077
4132fd63-6f0e-4fb4-9c03-eae020724c5c,Angela Constance,Angela Constance,Angela.Constance.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10801,Almond Valley,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35820129812,,,Q10658,Q1589906
4132fd63-6f0e-4fb4-9c03-eae020724c5c,Angela Constance,Angela Constance,Angela.Constance.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10801,Almond Valley,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35820129812,,,Q10658,Q1589906
c2384c46-f882-419b-8c9e-79b872e8abe3,Angus MacDonald,Angus MacDonald,,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10756,Falkirk East,Scottish Parliament,5,2016-05-07,2021-05-05,,,,Q10658,Q1394345
f6af21a5-dbf3-49ce-83f9-b9e947fbd492,Angus Robertson,Angus Robertson,,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10750,Edinburgh Central,Scottish Parliament,5,2021-05-08,,,,,Q10658,Q597563
d89b2950-693b-4d5a-b5a6-bd943645748e,Annabelle Ewing,Annabelle Ewing,Annabelle.Ewing.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10807,Cowdenbeath,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35960261933,,,Q10658,Q1138189
d89b2950-693b-4d5a-b5a6-bd943645748e,Annabelle Ewing,Annabelle Ewing,Annabelle.Ewing.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10807,Cowdenbeath,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35960261933,,,Q10658,Q1138189
88be7c68-18b0-4a55-b6fb-8f7aae9242f0,Annie Wells,Annie Wells,Annie.Wells.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783686421,,,Q3243587,Q1529479
88be7c68-18b0-4a55-b6fb-8f7aae9242f0,Annie Wells,Annie Wells,Annie.Wells.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783686421,,,Q3243587,Q1529479
69db602b-bfbd-48fd-b93d-8fa8bc82b6c2,Ariane Burgess,Ariane Burgess,,,,Green,4c73ecf7-1709-4750-ae05-8973c509a11b,uk.org.publicwhip/cons/10718,Highlands and Islands,Scottish Parliament,5,2021-05-08,,,,,Q1256956,Q1549306
9af503f6-1850-4f3d-99b0-2cb955e431ac,Ash Denham,Ash Denham,Ash.Denham.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10812,Edinburgh Eastern,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/48760196846,,,Q10658,Q1284729
9af503f6-1850-4f3d-99b0-2cb955e431ac,Ash Denham,Ash Denham,Ash.Denham.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10812,Edinburgh Eastern,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/48760196846,,,Q10658,Q1284729
897761ed-6ce5-4944-83d4-eb864b3614b2,Audrey Nicoll,Audrey Nicoll,,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10798,Aberdeen South and North Kincardine,Scottish Parliament,5,2021-05-08,,,,,Q10658,Q319507
72075a4f-6e18-4599-a400-dbc216905818,Baroness Clark of Kilwinning,Baroness Clark of Kilwinning,,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10838,West Scotland,Scottish Parliament,5,2021-05-08,,,,,Q3179541,Q2564353
6f2821eb-6fcf-4a6b-b627-bcf67332e2d7,Beatrice Wishart,Beatrice Wishart,Beatrice.Wishart.msp@parliament.scot,,,Liberal Democrat,d0527c28-097e-48ba-bcb2-fa5a61478f20,uk.org.publicwhip/cons/10790,Shetland Islands,Scottish Parliament,5,2019-08-30,2021-05-05,http://scottishparliament.thirdlight.com/file/56730435752,,,Q3250438,Q2278508
6f2821eb-6fcf-4a6b-b627-bcf67332e2d7,Beatrice Wishart,Beatrice Wishart,Beatrice.Wishart.msp@parliament.scot,,,Liberal Democrat,d0527c28-097e-48ba-bcb2-fa5a61478f20,uk.org.publicwhip/cons/10790,Shetland Islands,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/56730435752,,,Q3250438,Q2278508
c727fbd9-3e5b-4677-b74b-868994a54947,Ben Macpherson,Ben Macpherson,Ben.Macpherson.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10813,Edinburgh Northern and Leith,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783686780,,,Q10658,Q1284756
c727fbd9-3e5b-4677-b74b-868994a54947,Ben Macpherson,Ben Macpherson,Ben.Macpherson.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10813,Edinburgh Northern and Leith,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783686780,,,Q10658,Q1284756
c99fa6ac-0d73-4765-9eff-9513e92b4bec,Bill Bowman,Bill Bowman,,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10721,North East Scotland,Scottish Parliament,5,2016-12-21,2021-05-05,,,,Q3243587,Q1647853
d0f5b474-31fc-4d9c-bcbd-4a3d3882f3e3,Bill Kidd,Bill Kidd,Bill.Kidd.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10759,Glasgow Anniesland,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35799134774,,,Q10658,Q1529483
d0f5b474-31fc-4d9c-bcbd-4a3d3882f3e3,Bill Kidd,Bill Kidd,Bill.Kidd.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10759,Glasgow Anniesland,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35799134774,,,Q10658,Q1529483
8a3dcdc3-3d69-4fa9-98bb-ac0fd3ba77a2,Bob Doris,Bob Doris,Bob.Doris.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10819,Glasgow Maryhill and Springburn,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35820939764,,,Q10658,Q1529515
8a3dcdc3-3d69-4fa9-98bb-ac0fd3ba77a2,Bob Doris,Bob Doris,Bob.Doris.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10819,Glasgow Maryhill and Springburn,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35820939764,,,Q10658,Q1529515
48e0fb7f-5a5f-4c75-85f9-015bed1891ba,Brian Whittle,Brian Whittle,Brian.Whittle.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10837,South Scotland,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783688325,,,Q3243587,Q1749544
48e0fb7f-5a5f-4c75-85f9-015bed1891ba,Brian Whittle,Brian Whittle,Brian.Whittle.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10837,South Scotland,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783688325,,,Q3243587,Q1749544
342472da-f023-41be-9680-a235c1988c47,Bruce Crawford,Bruce Crawford,,RHBruceCrawford,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10791,Stirling,Scottish Parliament,5,2016-05-07,2021-05-05,https://upload.wikimedia.org/wikipedia/commons/e/eb/BruceCrawfordMSP20110509.JPG,male,Q559391,Q10658,Q2350325
741a4af7-2d4a-461f-8946-b7661b3bc012,Carol Mochan,Carol Mochan,,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10837,South Scotland,Scottish Parliament,5,2021-05-08,,,,,Q3179541,Q1749544
8de5b986-89e1-4d44-ac8e-dedfcb7f91ab,Christina McKelvie,Christina McKelvie,Christina.McKelvie.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10822,"Hamilton, Larkhall and Stonehouse",Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35960260890,,,Q10658,Q1573419
8de5b986-89e1-4d44-ac8e-dedfcb7f91ab,Christina McKelvie,Christina McKelvie,Christina.McKelvie.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10822,"Hamilton, Larkhall and Stonehouse",Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35960260890,,,Q10658,Q1573419
3a8bff85-5823-4798-9095-f072d6d1483d,Christine Grahame,Christine Grahame,Christine.Grahame.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10827,"Midlothian South, Tweeddale and Lauderdale",Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35819883370,female,Q467108,Q10658,Q1931997
3a8bff85-5823-4798-9095-f072d6d1483d,Christine Grahame,Christine Grahame,Christine.Grahame.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10827,"Midlothian South, Tweeddale and Lauderdale",Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35819883370,female,Q467108,Q10658,Q1931997
cdbd5ee1-610c-4069-be9d-6170bf94981f,Claire Baker,Claire Baker,Claire.Baker.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/49246913874,,,Q3179541,Q1931762
cdbd5ee1-610c-4069-be9d-6170bf94981f,Claire Baker,Claire Baker,Claire.Baker.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/49246913874,,,Q3179541,Q1931762
cf78a98a-364e-486f-b633-fdef9d1b9636,Clare Adamson,Clare Adamson,Clare.Adamson.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10780,Motherwell and Wishaw,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35820938229,,,Q10658,Q1949654
cf78a98a-364e-486f-b633-fdef9d1b9636,Clare Adamson,Clare Adamson,Clare.Adamson.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10780,Motherwell and Wishaw,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35820938229,,,Q10658,Q1949654
d6bfedb2-1c84-464c-9053-d61a6e938210,Clare Haughey,Clare Haughey,Clare.Haughey.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10833,Rutherglen,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783687418,,,Q10658,Q2177847
d6bfedb2-1c84-464c-9053-d61a6e938210,Clare Haughey,Clare Haughey,Clare.Haughey.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10833,Rutherglen,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783687418,,,Q10658,Q2177847
00745fc2-756a-40dd-bc5a-6a0a123aa666,Claudia Beamish,Claudia Beamish,,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10837,South Scotland,Scottish Parliament,5,2016-05-07,2021-05-05,,,,Q3179541,Q1749544
caf9ff25-41d0-4b6a-8db6-36f678c8c8e3,Colin Beattie,Colin Beattie,Colin.Beattie.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10826,Midlothian North and Musselburgh,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/38395638303,,,Q10658,Q1932000
caf9ff25-41d0-4b6a-8db6-36f678c8c8e3,Colin Beattie,Colin Beattie,Colin.Beattie.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10826,Midlothian North and Musselburgh,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/38395638303,,,Q10658,Q1932000
114ccf84-6453-44a7-8ac3-b1a57271291c,Colin Smyth,Colin Smyth,Colin.Smyth.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10837,South Scotland,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783688355,,,Q3179541,Q1749544
114ccf84-6453-44a7-8ac3-b1a57271291c,Colin Smyth,Colin Smyth,Colin.Smyth.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10837,South Scotland,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783688355,,,Q3179541,Q1749544
e3b7c2a6-e27e-4c42-8bb7-824b40c5983f,Collette Stevenson,Collette Stevenson,,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10747,East Kilbride,Scottish Parliament,5,2021-05-08,,,,,Q10658,Q477746
e57bf02a-6f70-4cd6-b79e-f7efd59e33b6,Craig Hoy,Craig Hoy,,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10837,South Scotland,Scottish Parliament,5,2021-05-08,,,,,Q3243587,Q1749544
cc7bf3a8-e733-4764-abe3-914693d2eed5,Daniel Johnson,Daniel Johnson,Daniel.Johnson.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10814,Edinburgh Southern,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35820937956,,,Q3179541,Q5338259
cc7bf3a8-e733-4764-abe3-914693d2eed5,Daniel Johnson,Daniel Johnson,Daniel.Johnson.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10814,Edinburgh Southern,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35820937956,,,Q3179541,Q5338259
1692da32-42e8-4156-87e8-8054ef66ef80,David Stewart,David Stewart,,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10718,Highlands and Islands,Scottish Parliament,5,2016-05-07,2021-05-05,,,,Q3179541,Q1549306
a951301e-c6da-4444-9629-ac76f1b7e400,David Torrance,David Torrance,David.Torrance.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10775,Kirkcaldy,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35800414488,,,Q10658,Q1392204
a951301e-c6da-4444-9629-ac76f1b7e400,David Torrance,David Torrance,David.Torrance.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10775,Kirkcaldy,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35800414488,,,Q10658,Q1392204
ff10e1c4-ee3a-43eb-a136-a07a9af9c701,Dean Lockhart,Dean Lockhart,Dean.Lockhart.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35783688782,,,Q3243587,Q1931762
ff10e1c4-ee3a-43eb-a136-a07a9af9c701,Dean Lockhart,Dean Lockhart,Dean.Lockhart.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783688782,,,Q3243587,Q1931762
be151673-759a-4521-8357-d0e786efce93,Derek Mackay,Derek Mackay,,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10831,Renfrewshire North and West,Scottish Parliament,5,2016-05-07,2020-02-05,,,,Q10658,Q959590
be151673-759a-4521-8357-d0e786efce93,Derek Mackay,Derek Mackay,,,,Independent,96bd4677-497f-4c2a-a80f-384954078b1a,uk.org.publicwhip/cons/10831,Renfrewshire North and West,Scottish Parliament,5,2020-02-06,2021-05-05,,,,Q327591,Q959590
ca00e8c6-93f1-4fef-b8a3-81f05e4dc13c,Donald Cameron,Donald Cameron,Donald.Cameron.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10718,Highlands and Islands,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/35786761150,,,Q3243587,Q1549306
ca00e8c6-93f1-4fef-b8a3-81f05e4dc13c,Donald Cameron,Donald Cameron,Donald.Cameron.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10718,Highlands and Islands,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35786761150,,,Q3243587,Q1549306
f68cb0ce-6368-4e26-88c0-49bf72ec65c4,Douglas Lumsden,Douglas Lumsden,,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10721,North East Scotland,Scottish Parliament,5,2021-05-08,,,,,Q3243587,Q1647853
a82f486e-40db-4df7-b554-f7de18b26b6a,Douglas Ross,Douglas Ross,Douglas.Ross.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10718,Highlands and Islands,Scottish Parliament,5,2016-05-07,2017-06-11,http://scottishparliament.thirdlight.com/file/35783687368,,,Q3243587,Q1549306
a82f486e-40db-4df7-b554-f7de18b26b6a,Douglas Ross,Douglas Ross,Douglas.Ross.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10718,Highlands and Islands,Scottish Parliament,5,2021-05-08,,http://scottishparliament.thirdlight.com/file/35783687368,,,Q3243587,Q1549306
ce6317a5-55c6-4b8f-a218-755467a84cd7,Edward Mountain,Edward Mountain,Edward.Mountain.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10718,Highlands and Islands,Scottish Parliament,5,2016-05-07,2021-05-05,http://scottishparliament.thirdlight.com/file/46587430194,,,Q3243587,Q1549306
