id,name,name__en,name__gd,name__ja,name__nl,name__bn,name__es,name__ast,name__sco,name__sl,wikipedia__en,wikipedia__gd,wikipedia__sco,occupation,gender,given_name,image,twitter,family_name,identifier__democracyclub,original_wikiname,name__de,name__fr,name__nb,name__da,name__nn,name__sv,name__hu,name__ru,name__ca,wikipedia__commons,wikipedia__de,birth_date,name__it,identifier__hansard,identifier__freebase,identifier__rush,name__ar,wikipedia__ar,name__tr,name__zh,wikipedia__tr,name__az,wikipedia__az,wikipedia__ca,name__ga,wikipedia__ga,identifier__snac,name__cy,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__es,identifier__VIAF,identifier__LCAuth,death_date,identifier__FAST,identifier__ISNI,identifier__Oxforddnb,identifier__national_archives,name__fa,name__nds,name__en_ca,name__en_gb,wikipedia__fr,website,wikipedia__hu,name__af,name__an,name__bar,name__br,name__co,name__cs,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__gl,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pl,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__parliamentDOTuk,identifier__ukparliamentid,name__he,name__la,name__mk,name__el,name__uk,name__yue,name__fy,name__ko,name__ka,name__zh_hk,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,name__eml,name__or,name__hy,name__te,wikipedia__af,wikipedia__bar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eml,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__nlwikinews,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__te,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__GND,identifier__guardian_topic,identifier__ne_se,identifier__BBC_things,identifier__quora,identifier__Britannica,identifier__GTAA,name__bm,name__frc,name__jam,name__kab,name__lt,name__lv,name__pap,name__prg,name__rgn,name__vmf,name__azb,wikipedia__azb,facebook,wikipedia__mg,identifier__publicwhip,identifier__TWFY,identifier__NPG,name__fo,name__kl,name__kn,identifier__EuroparlMEP,identifier__wikitree,identifier__google_knowledge,identifier__bbc_democracy_live,honorific_prefix,identifier__NTA,noble_title,name__sh,name__bg,name__be,name__be_tarask,name__ext,wikipedia__an,wikipedia__be_x_old,wikipedia__be,wikipedia__bewikiquote,wikipedia__bg,wikipedia__cawikiquote,wikipedia__eowikinews,wikipedia__sh,wikipedia__vi,identifier__PACE,name__sr_ec,name__sr,wikipedia__sr,wikipedia__hy,name__ty,identifier__NNDB,identifier__BIBSYS,identifier__NUKAT,name__qu,wikipedia__ast,wikipedia__io,wikipedia__qu,wikipedia__ms,identifier__current_hansard,identifier__journalisted,name__sq,name__ta,wikipedia__ta,name__ang,name__nys,wikipedia__bat_smg,wikipedia__itwikiquote,name__sgs,wikipedia__ia,name__arz,wikipedia__arz,wikipedia__kw,name__kw,identifier__NLP,wikipedia__th,name__th,instagram,identifier__youtube,name__no,wikipedia__wuu,name__wuu,wikipedia__fo
Q1669774,Alasdair Morrison,Alasdair Morrison,,,Alasdair Morrison,,Alasdair Morrison,Alasdair Morrison,,Alasdair Morrison,Alasdair Morrison (politician),,,politician,male,Alasdair,,,Morrison,5498,Alasdair Morrison (politician),Alasdair Morrison,Alasdair Morrison,Alasdair Morrison,Alasdair Morrison,,Alasdair Morrison,Alasdair Morrison,,Alasdair Morrison,,Alasdair Morrison,1968-11-18,Alasdair Morrison,,/m/056hjs,,ألسدير موريسون,ألسدير موريسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alasdair Morrison,,,,,,Alasdair Morrison,,,,,,,,,,,,,,,,,,,,,,,Alasdair Morrison,,Alasdair Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الاسداير موريسون,الاسداير موريسون,,,,,,,,,,,
Q1672546,Irene McGugan,Irene McGugan,,,Irene McGugan,,Irene McGugan,Irene McGugan,,Irene McGugan,Irene McGugan,,,politician,female,Irene,,,McGugan,,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,,Irene McGugan,,Irene McGugan,1952,Irene McGugan,,/m/0blhm6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene McGugan,,,,,,Irene McGugan,,,,,,,,,,,,,,,,,,,,,,,Irene McGugan,,Irene McGugan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1672558,Irene Oldfather,Irene Oldfather,,,Irene Oldfather,,Irene Oldfather,Irene Oldfather,,Irene Oldfather,Irene Oldfather,,,politician,female,Irene,,,Oldfather,,Irene Oldfather,Irene Oldfather,Irene Oldfather,Irene Oldfather,Irene Oldfather,,Irene Oldfather,Irene Oldfather,,Irene Oldfather,,Irene Oldfather,1954,Irene Oldfather,,/m/0bkkpv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Oldfather,,,,,,Irene Oldfather,,,,,,,,,,,,,,,,,,,,,,,Irene Oldfather,,Irene Oldfather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1680794,Jamie McGrigor,Jamie McGrigor,,,Jamie McGrigor,,Jamie McGrigor,Jamie McGrigor,,Jamie McGrigor,Jamie McGrigor,,,politician,male,James,https://upload.wikimedia.org/wikipedia/commons/3/39/JamieMcGrigorMSP20110509.JPG,,McGrigor,,Jamie McGrigor,"James McGrigor, 6. Baronet",Jamie McGrigor,Jamie McGrigor,Jamie McGrigor,,Jamie McGrigor,Jamie McGrigor,,Jamie McGrigor,,"James McGrigor, 6. Baronet",1949-10-19,Jamie McGrigor,,/m/0b1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie McGrigor,,,,,,Jamie McGrigor,,,,,,,,,,,,,,,,,,,,,,,Jamie McGrigor,,Jamie McGrigor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sir,,baronet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1681399,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,,Jamie Hepburn,,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,politician,male,Jamie,https://upload.wikimedia.org/wikipedia/commons/1/14/JamieHepburnMSP20110511.JPG,jamiehepburn,Hepburn,9125,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,,Jamie Hepburn,Jamie Hepburn,,Jamie Hepburn,Category:Jamie Hepburn,Jamie Hepburn,1979-05-21,Jamie Hepburn,,/m/02r4wvw,,جيمي هيبورن,جيمي هيبورن,,傑米·赫本,,,,,,,,,,,,,,,,,,,,,,,,,http://jamiehepburn.net/,,,,,,,Jamie Hepburn,,,,,,Jamie Hepburn,,,,,,,,,,,,,,,,,,,,,,,Jamie Hepburn,,Jamie Hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1681420,Jamie Stone,Jamie Stone,Jamie Stone,ジェイミー・ストーン,Jamie Stone,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone (politician),,Jamie Stone (Scots politeecian),politician,male,Jamie,https://upload.wikimedia.org/wikipedia/commons/9/96/Official_portrait_of_Jamie_Stone_crop_2.jpg,Jamie4North,Stone,8632,Jamie Stone (politician),Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,Jamie Stone,Category:Jamie Stone,Jamie Stone,1954-06-16,Jamie Stone,,/m/05fgcj,9844,جيمي ستون,جيمي ستون,,傑米·史東,,,,,Jamie Stone,,,Jamie Stone,,,,,,,,,,,,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,https://www.jamiestone.org.uk/,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,commons/jamie-stone/4612,iqJbTPtY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1687049,Jenny Marra,Jenny Marra,Jenny Marra,,Jenny Marra,,Jenny Marra,Jenny Marra,,Jenny Marra,Jenny Marra,Jenny Marra,,politician,female,Jenny,https://upload.wikimedia.org/wikipedia/commons/2/22/Jenny_Marra_MSP.jpg,JennyMarra,Marra,8236,Jenny Marra,Jenny Marra,Jenny Marra,Jenny Marra,Jenny Marra,,Jenny Marra,Jenny Marra,,Jenny Marra,,Jenny Marra,1977-11-06,Jenny Marra,,/m/0gtt1yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenny Marra,,,,,,Jenny Marra,,,,,,,,,,,,,,,,,,,,,,,Jenny Marra,,Jenny Marra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1691804,Liam McArthur,Liam McArthur,Liam MacArtair,リアム・マッカーサー,Liam McArthur,লিয়াম ম্যাকআর্থার,Liam McArthur,Liam McArthur,Liam McArthur,Liam McArthur,Liam McArthur,Liam MacArtair,Liam McArthur,politician,male,Liam,https://upload.wikimedia.org/wikipedia/commons/0/04/LiamMcArthurMSP20110510.JPG,Liam4Orkney,McArthur,8874,Liam McArthur,Liam McArthur,Liam McArthur,Liam McArthur,Liam McArthur,,Liam McArthur,Liam McArthur,,Liam McArthur,,Liam McArthur,1967-08-08,Liam McArthur,,/m/02q_36r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.liammcarthur.org.uk/,,,,,,,Liam McArthur,,,,,,Liam McArthur,,,,,,,,,,,,,,,,,,,,,,,Liam McArthur,,Liam McArthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1700483,John Home Robertson,John Home Robertson,,,John Home Robertson,,John Home Robertson,John Home Robertson,,John Home Robertson,John Home Robertson,,,politician,male,John,,,,,John Home Robertson,John Home Robertson,John Home Robertson,John Home Robertson,John Home Robertson,,John Home Robertson,John Home Robertson,,John Home Robertson,,John Home Robertson,1948-12-05,John Home Robertson,mr-john-home-robertson,/m/02l9xm,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Home Robertson,,,,,,John Home Robertson,,,,,,,,,,,,,,,,,,,,,,,John Home Robertson,,John Home Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جون هوم روبيرتسون,جون هوم روبيرتسون,,,,,,,,,,,
Q1700778,John Lamont,John Lamont,John Lamont,ジョン・ラモント,John Lamont,,John Lamont,John Lamont,,John Lamont,John Lamont (Scottish politician),John Lamont,,politician,male,John,https://upload.wikimedia.org/wikipedia/commons/6/69/Official_portrait_of_John_Lamont_crop_2.jpg,John2Win,Lamont,141,John Lamont (Scottish politician),John Lamont,John Lamont,John Lamont,John Lamont,,John Lamont,John Lamont,,John Lamont,Category:John Lamont (Scottish politician),John Lamont (Politiker),1976-04-15,John Lamont,,/m/02qz9jv,9902,جون لامونت,جون لامونت,,約翰·拉蒙,,,,,,,,,,,,,,,,,,,,,,,,John Lamont (homme politique écossais),http://www.johnlamont.org/,,,,,,,John Lamont,,,,,,John Lamont,,,,,,,,,,,,,,,,,,,,,,,John Lamont,,John Lamont,,,,,,,,,,,,,,,,commons/john-lamont/4608,ZgyVrZuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,約翰·拉蒙,,,,,,,,,,,,,,,,,,,,JohnLamontBorders,,,14026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1700987,John Mason,John Mason,Iain Mason,,John Mason,,John Mason,John Mason,John Mason,John Mason,John Mason (Scottish politician),Iain Mason,John Mason (Scots politeecian),politician,male,John,https://upload.wikimedia.org/wikipedia/commons/7/78/JohnMasonMSP20110509.JPG,JohnMasonMSP,Mason,1793,John Mason (Scottish politician),John Mason,John Mason,John Mason,John Mason,,John Mason,John Mason,Джон Мэйсон,John Mason,,John Mason (Politiker),1957-05-15,John Mason,,/m/04g1y8c,10149,جون ماسون,جون ماسون (سياسي بريطاني),,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.john-mason.org/,,,,,,,John Mason,,,,,,John Mason,,,,,,,,,,,,,,,,,,,,,,,John Mason,,John Mason,,,,,,,,,,,,,,,,Commons/member/1607,u2hgFfqA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جون ماسون,جون ماسون,,,,,,,,,,,
Q1701702,John Scott,John Scott,John Scott,,John Scott,,John Scott,John Scott,John Scott,John Scott,John Scott (Scottish politician),John Scott,,politician,male,John,https://upload.wikimedia.org/wikipedia/commons/6/64/JohnScottMSP20110509.JPG,,Scott,9110,John Scott (Scottish politician),John Scott,John Scott,John Scott,John Scott,,John Scott,John Scott,Джон Скотт,John Scott,,"John Scott (Politiker, 1951)",1951-06-07,John Scott,,/m/0848tf,,جون سكوت,جون سكوت (سياسي بريطاني),,,,,,,,,,,,,,,,,,,,,,جان اسکات,,,,,,,,,,,,John Scott,,,,,,John Scott,,,,,,,,,,,,,,,,,,,,,,,John Scott,,John Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Scott,,,,,,,,,,,,,,,,,,,,,
Q1729243,Karen Gillon,Karen Gillon,,,Karen Gillon,,Karen Gillon,Karen Gillon,,Karen Gillon,Karen Gillon,,,politician,female,Karen,https://upload.wikimedia.org/wikipedia/commons/c/cd/KarenGillon.jpg,,Gillon,,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,,Karen Gillon,,Karen Gillon,1967-08-18,Karen Gillon,,/m/0bjzt_,,,,,,,,,,,,,,,,,,71137514,no2006008825,,1633183,,,,,,,,,http://www.karengillon.co.uk/,,,,,,,Karen Gillon,,,,,,Karen Gillon,,,,,,,,,,,,,,,,,,,,,,,Karen Gillon,,Karen Gillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1735695,Kate Maclean,Kate Maclean,,,Kate Maclean,,Kate Maclean,Kate Maclean,,Kate Maclean,Kate Maclean,,,politician,female,Kate,,,Maclean,,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,,Kate Maclean,,Kate Maclean,1958-02-16,Kate Maclean,,/m/0bk0z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate Maclean,,,,,,Kate Maclean,,,,,,,,,,,,,,,,,,,,,,,Kate Maclean,,Kate Maclean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1737405,Kay Ullrich,Kay Ullrich,,,Kay Ullrich,,Kay Ullrich,Kay Ullrich,,Kay Ullrich,Kay Ullrich,,,politician,female,Kay,,,Morrison,,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,,Kay Ullrich,,Kay Ullrich,1943-05-05,Kay Ullrich,,/m/0cbn4x,,,,,,,,,,,,,,,,,,,,2021-01-04,,,,,,,,,,,,,,,,,Kay Ullrich,,,,,,Kay Ullrich,,,,,,,,,,,,,,,,,,,,,,,Kay Ullrich,,Kay Ullrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kay Ullrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,14113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1738042,Keith Brown,Keith Brown,Keith Brown,,Keith Brown,কিথ ব্রাউন,Keith Brown,Keith Brown,Keith Brown,Keith Brown,Keith Brown (Scottish politician),Keith Brown,Keith Brown (Scots politeecian),politician,male,Keith,,KeithBrownSNP,Brown,9026,Keith Brown (Scottish politician),Keith Brown,Keith Brown,Keith Brown,Keith Brown,,Keith Brown,Keith Brown,Кит Браун,Keith Brown,Category:Keith Brown,Keith Brown (Politiker),1961-12-20,Keith Brown,,/m/02r1jtz,,كيث براون,كيث براون,Keith Brown,基斯·布朗,Keith Brown (1961 doğumlu siyasetçi),,,,,,,,,,,,59032979,nr2004018068,,,0000 0001 2211 5157,,,کیت براون,,,,,,,,,,,,Keith Brown,,,,,,Keith Brown,,,,,,,,,,,,,,,,,,,,,,,Keith Brown,,Keith Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1738052,Keith Harding,Keith Harding,,,Keith Harding,,Keith Harding,Keith Harding,,Keith Harding,Keith Harding,,,politician,male,Keith,,,Harding,,Keith Harding,Keith Harding,Keith Harding,Keith Harding,Keith Harding,,Keith Harding,Keith Harding,,Keith Harding,,Keith Harding,1938,Keith Harding,,/m/0cbr1j,,كيث هاردينغ,كيث هاردينغ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Harding,,,,,,Keith Harding,,,,,,,,,,,,,,,,,,,,,,,Keith Harding,,Keith Harding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1738083,Keith Raffan,Keith Raffan,,,Keith Raffan,,Keith Raffan,Keith Raffan,,Keith Raffan,Keith Raffan,,,politician,male,Keith,,,Raffan,,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,,Keith Raffan,,Keith Raffan,1949-06-21,Keith Raffan,mr-keith-raffan,/m/03_yn9,5495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Raffan,,,,,,Keith Raffan,,,,,,,,,,,,,,,,,,,,,,,Keith Raffan,,Keith Raffan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كيث رافان,كيث رافان,,,,,,,,,,,
Q1738887,Ken Macintosh,Ken Macintosh,Coinneach Mac an Tòisich,ケン・マッキントッシュ,Ken Macintosh,,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Coinneach Mac an Tòisich,Ken Macintosh,politician,male,Ken,https://upload.wikimedia.org/wikipedia/commons/c/cc/KenMacintoshMSP20110511.jpg,KenMacintoshMSP,Macintosh,9230,Ken Macintosh,Kenneth Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,,Ken Macintosh,,Kenneth Macintosh,1962-01-15,Ken Macintosh,,/m/0415y1,,كين ماكنتوش,كين ماكنتوش,,肯·麥金塔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Macintosh,,,,,,Ken Macintosh,,,,,,,,,,,,,,,,,Ken Macintosh,,,,,,Ken Macintosh,,Ken Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Macintosh,,,Ken Macintosh,,,,,,,,,,,,,,,,,,,,,
Q1740263,Kevin Stewart,Kevin Stewart,Kevin Stewart,,Kevin Stewart,,Kevin Stewart,Kevin Stewart,Kevin Stewart,Kevin Stewart,Kevin Stewart (Scottish politician),Kevin Stewart,Kevin Stewart (Scots politeecian),politician,male,Kevin,https://upload.wikimedia.org/wikipedia/commons/5/58/KevinStewartMSP20110507.JPG,KevinStewartSNP,Stewart,8216,Kevin Stewart (Scottish politician),Kevin Stewart,Kevin Stewart,Kevin Stewart,Kevin Stewart,,Kevin Stewart,Kevin Stewart,Кевин Стюарт,Kevin Stewart,Category:Kevin Stewart,"Kevin Stewart (Politiker, 1968)",1968-06-03,Kevin Stewart,,/m/0gmgrtb,,كيفن ستيوارت,كيفن ستيوارت (سياسي بريطاني),,,,,,,,,,,,,,,,,,,,,,کوین استوارت,,,,,,,,,,,,Kevin Stewart,,,,,,Kevin Stewart,,,,,,,,,,,,,,,,,,,,,,,Kevin Stewart,,Kevin Stewart,,,,,,,,,,Kevin Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Stewart (chính khách Scotland),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1740370,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,,Kezia Dugdale,,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,politician,female,Kezia,https://upload.wikimedia.org/wikipedia/commons/9/9c/Kezia_Dugdale_MSP_-_May_2016.JPG,kezdugdale,Dugdale,8041,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,,Kezia Dugdale,Kezia Dugdale,,Kezia Dugdale,Category:Kezia Dugdale,Kezia Dugdale,1981-08-28,Kezia Dugdale,,/m/0gtvdr4,,,,,凱姿婭·達格代爾,,,,Kezia Dugdale,,,,,凱斯·達格代爾,凯斯·达格代尔,凯斯·达格代尔,,,,,,,,,,,,,Kezia Dugdale,http://www.keziadugdale.com/,,,,,,,Kezia Dugdale,,,,,,Kezia Dugdale,,,,,,,,,,,,,,,,,,,,,,,Kezia Dugdale,,Kezia Dugdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kezia Dugdale,,,,,,,,,f70f856d-0dbb-4222-a3d9-6c17eb764683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
